"V1" "V2" "V3"
"106" "DPond_95_3350" "Eukaryota" "Arthropoda"
"107" "DPond_95_3378" "Eukaryota" "Arthropoda"
"108" "DPond_95_3401" "Eukaryota" "Arthropoda"
"109" "DPond_95_3405" "Eukaryota" "Arthropoda"
"110" "DPond_95_3414" "Eukaryota" "Arthropoda"
"111" "DPond_95_3422" "Eukaryota" "Arthropoda"
"112" "DPond_95_3436" "Eukaryota" "Arthropoda"
"113" "DPond_95_3449" "Eukaryota" "Porifera"
"114" "DPond_95_3450" "Eukaryota" "Arthropoda"
"115" "DPond_95_3489" "Eukaryota" "Arthropoda"
"116" "DPond_95_3499" "Eukaryota" "Arthropoda"
"117" "DPond_95_3501" "Eukaryota" "Arthropoda"
"118" "DPond_95_3589" "Eukaryota" "Arthropoda"
"119" "DPond_95_3667" "Eukaryota" "Arthropoda"
"120" "DPond_95_3672" "Eukaryota" "Arthropoda"
"121" "DPond_95_3760" "Eukaryota" "Arthropoda"
"122" "DPond_95_3769" "Eukaryota" "Streptophyta"
"123" "DPond_95_3803" "Eukaryota" "Arthropoda"
"124" "DPond_95_3831" "Eukaryota" "Arthropoda"
"125" "DPond_95_3843" "Eukaryota" "Arthropoda"
"126" "DPond_95_3854" "Eukaryota" "Nematoda"
"127" "DPond_95_3883" "Bacteria" "Proteobacteria"
"128" "DPond_95_3890" "Eukaryota" "multiple"
"129" "DPond_95_3922" "Eukaryota" "Arthropoda"
"130" "DPond_95_3937" "Eukaryota" "Arthropoda"
"131" "DPond_95_4022" "Eukaryota" "Arthropoda"
"132" "DPond_95_4037" "Eukaryota" "Arthropoda"
"133" "DPond_95_4064" "Eukaryota" "Arthropoda"
"134" "DPond_95_4084" "Bacteria" "Proteobacteria"
"135" "DPond_95_4160" "Eukaryota" "Nematoda"
"136" "DPond_95_4185" "Eukaryota" "Arthropoda"
"137" "DPond_95_4199" "Eukaryota" "Arthropoda"
"138" "DPond_95_4265" "Eukaryota" "Streptophyta"
"139" "DPond_95_4269" "Eukaryota" "Arthropoda"
"140" "DPond_95_4315" "Eukaryota" "Arthropoda"
"141" "DPond_95_4354" "Eukaryota" "Arthropoda"
"142" "DPond_95_4395" "Eukaryota" "Arthropoda"
"143" "DPond_95_4418" "Eukaryota" "Chordata"
"144" "DPond_95_4421" "Eukaryota" "Arthropoda"
"145" "DPond_95_4438" "Eukaryota" "Arthropoda"
"146" "DPond_95_4503" "Eukaryota" "Arthropoda"
"147" "DPond_95_4520" "Eukaryota" "Arthropoda"
"148" "DPond_95_4608" "Eukaryota" "Arthropoda"
"149" "DPond_95_4721" "Eukaryota" "Arthropoda"
"150" "DPond_95_4729" "Eukaryota" "Arthropoda"
"151" "DPond_95_4908" "Bacteria" "Proteobacteria"
"152" "DPond_95_4916" "Eukaryota" "Chordata"
"153" "DPond_95_4958" "Eukaryota" "Arthropoda"
"154" "DPond_95_4960" "Eukaryota" "Streptophyta"
"155" "DPond_95_5039" "Eukaryota" "Mollusca"
"156" "DPond_95_5052" "Eukaryota" "Arthropoda"
"157" "DPond_95_5063" "Eukaryota" "Arthropoda"
"158" "DPond_95_5107" "Eukaryota" "Arthropoda"
"159" "DPond_95_5122" "Eukaryota" "Arthropoda"
"160" "DPond_95_5317" "Eukaryota" "Arthropoda"
"161" "DPond_95_5330" "Eukaryota" "Chordata"
"162" "DPond_95_5360" "Eukaryota" "Chordata"
"163" "DPond_95_5361" "Eukaryota" "Arthropoda"
"164" "DPond_95_5387" "Eukaryota" "Arthropoda"
"165" "DPond_95_5435" "Eukaryota" "Arthropoda"
"166" "DPond_95_5549" "Eukaryota" "Chordata"
"167" "DPond_95_5595" "Eukaryota" "Arthropoda"
"168" "DPond_95_5669" "Eukaryota" "Arthropoda"
"169" "DPond_95_5683" "Eukaryota" "Arthropoda"
"170" "DPond_95_5688" "Eukaryota" "Arthropoda"
"171" "DPond_95_5739" "Eukaryota" "Streptophyta"
"172" "DPond_95_5761" "Eukaryota" "Arthropoda"
"173" "DPond_95_5808" "Eukaryota" "Arthropoda"
"174" "DPond_95_5843" "Eukaryota" "Mollusca"
"175" "DPond_95_5864" "Eukaryota" "Arthropoda"
"176" "DPond_95_5882" "Eukaryota" "Arthropoda"
"177" "DPond_95_5895" "Bacteria" "Tenericutes"
"178" "DPond_95_5966" "Eukaryota" "Arthropoda"
"179" "DPond_95_6002" "Eukaryota" "Arthropoda"
"180" "DPond_95_6048" "Eukaryota" "Arthropoda"
"181" "DPond_95_6077" "Eukaryota" "Arthropoda"
"182" "DPond_95_6116" "Eukaryota" "Arthropoda"
"183" "DPond_95_6133" "Eukaryota" "Arthropoda"
"184" "DPond_95_6134" "Eukaryota" "Arthropoda"
"185" "DPond_95_6138" "Eukaryota" "Chordata"
"186" "DPond_95_6154" "Eukaryota" "Arthropoda"
"187" "DPond_95_6213" "Eukaryota" "Arthropoda"
"188" "DPond_95_6216" "Eukaryota" "Arthropoda"
"189" "DPond_95_6236" "Eukaryota" "Arthropoda"
"190" "DPond_95_6262" "Eukaryota" "Nematoda"
"191" "DPond_95_6396" "Eukaryota" "Arthropoda"
"192" "DPond_95_6397" "Eukaryota" "Chordata"
"193" "DPond_95_6434" "Eukaryota" "Echinodermata"
"194" "DPond_95_6439" "Eukaryota" "Chordata"
"195" "DPond_95_6458" "Eukaryota" "Arthropoda"
"196" "DPond_95_6487" "Eukaryota" "Arthropoda"
"197" "DPond_95_6575" "Eukaryota" "Arthropoda"
"198" "DPond_95_6600" "Eukaryota" "Chordata"
"199" "DPond_95_6617" "Eukaryota" "Arthropoda"
"200" "DPond_95_6668" "Eukaryota" "Chordata"
"201" "DPond_95_6683" "Eukaryota" "Arthropoda"
"202" "DPond_95_6787" "Eukaryota" "Echinodermata"
"203" "DPond_95_6795" "Eukaryota" "Arthropoda"
"204" "DPond_95_6805" "Eukaryota" "Arthropoda"
"205" "DPond_95_6808" "Eukaryota" "Chordata"
"206" "DPond_95_6858" "Eukaryota" "Arthropoda"
"207" "DPond_95_6878" "Eukaryota" "Ascomycota"
"208" "DPond_95_6891" "Eukaryota" "Arthropoda"
"209" "DPond_95_6896" "Eukaryota" "Arthropoda"
"210" "DPond_95_6967" "Eukaryota" "Arthropoda"
"211" "DPond_95_7026" "Eukaryota" "Nematoda"
"212" "DPond_95_7040" "Bacteria" "Actinobacteria"
"213" "DPond_95_7059" "Eukaryota" "Arthropoda"
"214" "DPond_95_7084" "Eukaryota" "Arthropoda"
"215" "DPond_95_7120" "Eukaryota" "Streptophyta"
"216" "DPond_95_7132" "Eukaryota" "Arthropoda"
"217" "DPond_95_7187" "Eukaryota" "Arthropoda"
"218" "DPond_95_7205" "Eukaryota" "Arthropoda"
"219" "DPond_95_7271" "Eukaryota" "Chordata"
"220" "DPond_95_7291" "Eukaryota" "Arthropoda"
"221" "DPond_95_7312" "Eukaryota" "Arthropoda"
"222" "DPond_95_7326" "Eukaryota" "Arthropoda"
"223" "DPond_95_7341" "Eukaryota" "Arthropoda"
"224" "DPond_95_7393" "Eukaryota" "Arthropoda"
"225" "DPond_95_7406" "Eukaryota" "Arthropoda"
"226" "DPond_95_7409" "Eukaryota" "Arthropoda"
"227" "DPond_95_7433" "Eukaryota" "Ascomycota"
"228" "DPond_95_7447" "Eukaryota" "Streptophyta"
"229" "DPond_95_7509" "Eukaryota" "Arthropoda"
"230" "DPond_95_7512" "Eukaryota" "Arthropoda"
"231" "DPond_95_7538" "Eukaryota" "Arthropoda"
"232" "DPond_95_7546" "Eukaryota" "Arthropoda"
"233" "DPond_95_7554" "Eukaryota" "Arthropoda"
"234" "DPond_95_7561" "Eukaryota" "Streptophyta"
"235" "DPond_95_7588" "Eukaryota" "Arthropoda"
"236" "DPond_95_7589" "Eukaryota" "Arthropoda"
"237" "DPond_95_7664" "Eukaryota" "Arthropoda"
"238" "DPond_95_7704" "Eukaryota" "Arthropoda"
"239" "DPond_95_7718" "Eukaryota" "Arthropoda"
"240" "DPond_95_7720" "Eukaryota" "Arthropoda"
"241" "DPond_95_7728" "Eukaryota" "Arthropoda"
"242" "DPond_95_7748" "Eukaryota" "Streptophyta"
"243" "DPond_95_7816" "Eukaryota" "Chordata"
"244" "DPond_95_7848" "Eukaryota" "Arthropoda"
"245" "DPond_95_7862" "Eukaryota" "Arthropoda"
"246" "DPond_95_8074" "Eukaryota" "Arthropoda"
"247" "DPond_95_8077" "Eukaryota" "Arthropoda"
"248" "DPond_95_8096" "Eukaryota" "Arthropoda"
"249" "DPond_95_8108" "Eukaryota" "Arthropoda"
"250" "DPond_95_8135" "Eukaryota" "Arthropoda"
"251" "DPond_95_8254" "Eukaryota" "Arthropoda"
"252" "DPond_95_8331" "Eukaryota" "Arthropoda"
"253" "DPond_95_8431" "Eukaryota" "Arthropoda"
"254" "DPond_95_8460" "Eukaryota" "Arthropoda"
"255" "DPond_95_8500" "Eukaryota" "Arthropoda"
"256" "DPond_95_8556" "Eukaryota" "Arthropoda"
"257" "DPond_95_8613" "Eukaryota" "Streptophyta"
"258" "DPond_95_8717" "Eukaryota" "Arthropoda"
"259" "DPond_95_8732" "Eukaryota" "Arthropoda"
"260" "DPond_95_8739" "Eukaryota" "Arthropoda"
"261" "DPond_95_8785" "Eukaryota" "Arthropoda"
"262" "DPond_95_8814" "Eukaryota" "Arthropoda"
"263" "DPond_95_8822" "Eukaryota" "Arthropoda"
"264" "DPond_95_8832" "Eukaryota" "Arthropoda"
"265" "DPond_95_8910" "Eukaryota" "Arthropoda"
"266" "DPond_95_8934" "Eukaryota" "Arthropoda"
"267" "DPond_95_8962" "Eukaryota" "Arthropoda"
"268" "DPond_95_9030" "Eukaryota" "Arthropoda"
"269" "DPond_95_9113" "Eukaryota" "Chordata"
"270" "DPond_95_9135" "Eukaryota" "Arthropoda"
"271" "DPond_95_9138" "Eukaryota" "Chordata"
"272" "DPond_95_9177" "Eukaryota" "Arthropoda"
"273" "DPond_95_9179" "Eukaryota" "Arthropoda"
"274" "DPond_95_9218" "Eukaryota" "Arthropoda"
"275" "DPond_95_9221" "Eukaryota" "Arthropoda"
"276" "DPond_95_9232" "Eukaryota" "Chordata"
"277" "DPond_95_9267" "Eukaryota" "Arthropoda"
"278" "DPond_95_9270" "Eukaryota" "Chordata"
"279" "DPond_95_9292" "Eukaryota" "Arthropoda"
"280" "DPond_95_9295" "Eukaryota" "Arthropoda"
"281" "DPond_95_9308" "Eukaryota" "Arthropoda"
"282" "DPond_95_9333" "Eukaryota" "Arthropoda"
"283" "DPond_95_9389" "Eukaryota" "Arthropoda"
"284" "DPond_95_9419" "Eukaryota" "Ascomycota"
"285" "DPond_95_9426" "Eukaryota" "Arthropoda"
"286" "DPond_95_9465" "Eukaryota" "Chordata"
"287" "DPond_95_9472" "Eukaryota" "Arthropoda"
"288" "DPond_95_9479" "Eukaryota" "Mollusca"
"289" "DPond_95_9554" "Eukaryota" "Arthropoda"
"290" "DPond_95_9629" "Eukaryota" "Arthropoda"
"291" "DPond_95_9656" "Eukaryota" "Arthropoda"
"292" "DPond_95_9687" "Eukaryota" "Arthropoda"
"293" "DPond_95_9700" "Eukaryota" "Arthropoda"
"294" "DPond_95_9710" "Eukaryota" "Arthropoda"
"295" "DPond_95_9729" "Eukaryota" "Arthropoda"
"296" "DPond_95_9730" "Eukaryota" "Arthropoda"
"297" "DPond_95_9803" "Eukaryota" "Arthropoda"
"298" "DPond_95_9807" "Eukaryota" "Arthropoda"
"299" "DPond_95_9826" "Eukaryota" "Chordata"
"300" "DPond_95_9899" "Eukaryota" "Arthropoda"
"301" "DPond_95_9934" "Eukaryota" "Arthropoda"
"302" "DPond_95_9940" "Eukaryota" "Arthropoda"
"303" "DPond_95_9951" "Eukaryota" "Arthropoda"
"304" "DPond_95_9970" "Eukaryota" "Arthropoda"
"305" "DPond_95_10027" "Eukaryota" "Arthropoda"
"306" "DPond_95_10041" "Eukaryota" "Arthropoda"
"307" "DPond_95_10060" "Eukaryota" "Chordata"
"308" "DPond_95_10070" "Eukaryota" "Arthropoda"
"309" "DPond_95_10074" "Eukaryota" "Arthropoda"
"310" "DPond_95_10098" "Eukaryota" "Mollusca"
"311" "DPond_95_10140" "Eukaryota" "Arthropoda"
"312" "DPond_95_10152" "Eukaryota" "Arthropoda"
"313" "DPond_95_10172" "Eukaryota" "Arthropoda"
"314" "DPond_95_10185" "Eukaryota" "Annelida"
"315" "DPond_95_10209" "Eukaryota" "Arthropoda"
"316" "DPond_95_10215" "Eukaryota" "Arthropoda"
"317" "DPond_95_10241" "Eukaryota" "Arthropoda"
"318" "DPond_95_10247" "Eukaryota" "Arthropoda"
"319" "DPond_95_10280" "Eukaryota" "Arthropoda"
"320" "DPond_95_10331" "Eukaryota" "Arthropoda"
"321" "DPond_95_10369" "Eukaryota" "Arthropoda"
"322" "DPond_95_10381" "Eukaryota" "Arthropoda"
"323" "DPond_95_10417" "Eukaryota" "Arthropoda"
"324" "DPond_95_10465" "Eukaryota" "Arthropoda"
"325" "DPond_95_10537" "Eukaryota" "Arthropoda"
"326" "DPond_95_10601" "Eukaryota" "Arthropoda"
"327" "DPond_95_10603" "Eukaryota" "Arthropoda"
"328" "DPond_95_10608" "Eukaryota" "Arthropoda"
"329" "DPond_95_10619" "Eukaryota" "Arthropoda"
"330" "DPond_95_10631" "Eukaryota" "Arthropoda"
"331" "DPond_95_10688" "Eukaryota" "Arthropoda"
"332" "DPond_95_10704" "Eukaryota" "Arthropoda"
"333" "DPond_95_10736" "Eukaryota" "Streptophyta"
"334" "DPond_95_10787" "Eukaryota" "Arthropoda"
"335" "DPond_95_10794" "Eukaryota" "Arthropoda"
"336" "DPond_95_10839" "Eukaryota" "Arthropoda"
"337" "DPond_95_10842" "Eukaryota" "Arthropoda"
"338" "DPond_95_10859" "Eukaryota" "Arthropoda"
"339" "DPond_95_10883" "Eukaryota" "Arthropoda"
"340" "DPond_95_10938" "Eukaryota" "Arthropoda"
"341" "DPond_95_10958" "Eukaryota" "Arthropoda"
"342" "DPond_95_10997" "Eukaryota" "Arthropoda"
"343" "DPond_95_11035" "Eukaryota" "Arthropoda"
"344" "DPond_95_11043" "Eukaryota" "Arthropoda"
"345" "DPond_95_11070" "Eukaryota" "Arthropoda"
"346" "DPond_95_11077" "Eukaryota" "Arthropoda"
"347" "DPond_95_11082" "Eukaryota" "Arthropoda"
"348" "DPond_95_11104" "Eukaryota" "Arthropoda"
"349" "DPond_95_11105" "Eukaryota" "Arthropoda"
"350" "DPond_95_11106" "Eukaryota" "Chordata"
"351" "DPond_95_11156" "Eukaryota" "Arthropoda"
"352" "DPond_95_11195" "Bacteria" "Firmicutes"
"353" "DPond_95_11244" "Eukaryota" "Chordata"
"354" "DPond_95_11253" "Eukaryota" "Arthropoda"
"355" "DPond_95_11254" "Eukaryota" "Arthropoda"
"356" "DPond_95_11255" "Eukaryota" "Arthropoda"
"357" "DPond_95_11256" "Eukaryota" "Nematoda"
