"V1" "V2" "V3"
"113" "DendroDenovo_95_787" "Eukaryota" "Arthropoda"
"114" "DendroDenovo_95_793" "Eukaryota" "Arthropoda"
"115" "DendroDenovo_95_799" "Eukaryota" "Arthropoda"
"116" "DendroDenovo_95_809" "Eukaryota" "Arthropoda"
"117" "DendroDenovo_95_822" "Eukaryota" "Arthropoda"
"118" "DendroDenovo_95_827" "Eukaryota" "Arthropoda"
"119" "DendroDenovo_95_829" "Eukaryota" "Arthropoda"
"120" "DendroDenovo_95_874" "Eukaryota" "Arthropoda"
"121" "DendroDenovo_95_877" "Eukaryota" "Arthropoda"
"122" "DendroDenovo_95_883" "Eukaryota" "Arthropoda"
"123" "DendroDenovo_95_884" "Eukaryota" "Arthropoda"
"124" "DendroDenovo_95_885" "Eukaryota" "Arthropoda"
"125" "DendroDenovo_95_902" "Eukaryota" "Arthropoda"
"126" "DendroDenovo_95_920" "Eukaryota" "Streptophyta"
"127" "DendroDenovo_95_922" "Eukaryota" "Arthropoda"
"128" "DendroDenovo_95_928" "Eukaryota" "Arthropoda"
"129" "DendroDenovo_95_933" "Eukaryota" "Arthropoda"
"130" "DendroDenovo_95_936" "Eukaryota" "Arthropoda"
"131" "DendroDenovo_95_946" "Eukaryota" "Arthropoda"
"132" "DendroDenovo_95_951" "Eukaryota" "Arthropoda"
"133" "DendroDenovo_95_960" "Eukaryota" "Arthropoda"
"134" "DendroDenovo_95_961" "Eukaryota" "Arthropoda"
"135" "DendroDenovo_95_965" "Eukaryota" "Arthropoda"
"136" "DendroDenovo_95_967" "Eukaryota" "Arthropoda"
"137" "DendroDenovo_95_980" "Eukaryota" "Arthropoda"
"138" "DendroDenovo_95_985" "Eukaryota" "Arthropoda"
"139" "DendroDenovo_95_995" "Eukaryota" "Arthropoda"
"140" "DendroDenovo_95_1004" "Eukaryota" "Arthropoda"
"141" "DendroDenovo_95_1011" "Eukaryota" "Arthropoda"
"142" "DendroDenovo_95_1016" "Eukaryota" "Arthropoda"
"143" "DendroDenovo_95_1031" "Eukaryota" "multiple"
"144" "DendroDenovo_95_1035" "Eukaryota" "Arthropoda"
"145" "DendroDenovo_95_1042" "Eukaryota" "Arthropoda"
"146" "DendroDenovo_95_1051" "Eukaryota" "Arthropoda"
"147" "DendroDenovo_95_1054" "Eukaryota" "Arthropoda"
"148" "DendroDenovo_95_1083" "Eukaryota" "Arthropoda"
"149" "DendroDenovo_95_1094" "Eukaryota" "Arthropoda"
"150" "DendroDenovo_95_1101" "Eukaryota" "Arthropoda"
"151" "DendroDenovo_95_1102" "Eukaryota" "Streptophyta"
"152" "DendroDenovo_95_1123" "Eukaryota" "Arthropoda"
"153" "DendroDenovo_95_1127" "Eukaryota" "Arthropoda"
"154" "DendroDenovo_95_1133" "Eukaryota" "Arthropoda"
"155" "DendroDenovo_95_1135" "Eukaryota" "Arthropoda"
"156" "DendroDenovo_95_1152" "Eukaryota" "Arthropoda"
"157" "DendroDenovo_95_1159" "Eukaryota" "Chordata"
"158" "DendroDenovo_95_1169" "Eukaryota" "Arthropoda"
"159" "DendroDenovo_95_1181" "Eukaryota" "Arthropoda"
"160" "DendroDenovo_95_1193" "Eukaryota" "Arthropoda"
"161" "DendroDenovo_95_1197" "Eukaryota" "Arthropoda"
"162" "DendroDenovo_95_1204" "Eukaryota" "Arthropoda"
"163" "DendroDenovo_95_1221" "Eukaryota" "Arthropoda"
"164" "DendroDenovo_95_1230" "Eukaryota" "Arthropoda"
"165" "DendroDenovo_95_1231" "Eukaryota" "Arthropoda"
"166" "DendroDenovo_95_1242" "Eukaryota" "Arthropoda"
"167" "DendroDenovo_95_1254" "Eukaryota" "Arthropoda"
"168" "DendroDenovo_95_1255" "Eukaryota" "Arthropoda"
"169" "DendroDenovo_95_1258" "Eukaryota" "Arthropoda"
"170" "DendroDenovo_95_1264" "Eukaryota" "Arthropoda"
"171" "DendroDenovo_95_1267" "Eukaryota" "Arthropoda"
"172" "DendroDenovo_95_1287" "Eukaryota" "Arthropoda"
"173" "DendroDenovo_95_1288" "Eukaryota" "Arthropoda"
"174" "DendroDenovo_95_1289" "Eukaryota" "Arthropoda"
"175" "DendroDenovo_95_1300" "Eukaryota" "Apicomplexa"
"176" "DendroDenovo_95_1307" "Eukaryota" "Arthropoda"
"177" "DendroDenovo_95_1347" "Eukaryota" "Apicomplexa"
"178" "DendroDenovo_95_1351" "Eukaryota" "Arthropoda"
"179" "DendroDenovo_95_1363" "Eukaryota" "Arthropoda"
"180" "DendroDenovo_95_1365" "Eukaryota" "multiple"
"181" "DendroDenovo_95_1366" "Eukaryota" "Arthropoda"
"182" "DendroDenovo_95_1367" "Eukaryota" "Arthropoda"
"183" "DendroDenovo_95_1369" "Eukaryota" "Arthropoda"
"184" "DendroDenovo_95_1372" "Eukaryota" "Arthropoda"
"185" "DendroDenovo_95_1374" "Eukaryota" "Arthropoda"
"186" "DendroDenovo_95_1384" "Eukaryota" "Arthropoda"
"187" "DendroDenovo_95_1390" "Eukaryota" "Arthropoda"
"188" "DendroDenovo_95_1425" "Eukaryota" "Arthropoda"
"189" "DendroDenovo_95_1428" "Eukaryota" "Arthropoda"
"190" "DendroDenovo_95_1429" "Eukaryota" "Arthropoda"
"191" "DendroDenovo_95_1438" "Eukaryota" "Arthropoda"
"192" "DendroDenovo_95_1441" "Eukaryota" "Arthropoda"
"193" "DendroDenovo_95_1449" "Eukaryota" "Arthropoda"
"194" "DendroDenovo_95_1452" "Eukaryota" "Streptophyta"
"195" "DendroDenovo_95_1456" "Eukaryota" "Arthropoda"
"196" "DendroDenovo_95_1457" "Eukaryota" "Arthropoda"
"197" "DendroDenovo_95_1467" "Eukaryota" "Arthropoda"
"198" "DendroDenovo_95_1468" "Eukaryota" "Arthropoda"
"199" "DendroDenovo_95_1469" "Eukaryota" "Arthropoda"
"200" "DendroDenovo_95_1478" "Eukaryota" "Arthropoda"
"201" "DendroDenovo_95_1479" "Eukaryota" "Arthropoda"
"202" "DendroDenovo_95_1484" "Eukaryota" "Arthropoda"
"203" "DendroDenovo_95_1490" "Eukaryota" "Arthropoda"
"204" "DendroDenovo_95_1502" "Eukaryota" "Arthropoda"
"205" "DendroDenovo_95_1505" "Eukaryota" "Arthropoda"
"206" "DendroDenovo_95_1515" "Eukaryota" "Arthropoda"
"207" "DendroDenovo_95_1518" "Eukaryota" "Arthropoda"
"208" "DendroDenovo_95_1521" "Eukaryota" "Chordata"
"209" "DendroDenovo_95_1523" "Eukaryota" "Arthropoda"
"210" "DendroDenovo_95_1529" "Eukaryota" "Arthropoda"
"211" "DendroDenovo_95_1531" "Eukaryota" "Arthropoda"
"212" "DendroDenovo_95_1533" "Eukaryota" "Arthropoda"
"213" "DendroDenovo_95_1541" "Eukaryota" "Arthropoda"
"214" "DendroDenovo_95_1545" "Eukaryota" "Arthropoda"
"215" "DendroDenovo_95_1565" "Eukaryota" "Arthropoda"
"216" "DendroDenovo_95_1573" "Eukaryota" "Arthropoda"
"217" "DendroDenovo_95_1583" "Eukaryota" "Arthropoda"
"218" "DendroDenovo_95_1593" "Eukaryota" "Streptophyta"
"219" "DendroDenovo_95_1599" "Eukaryota" "Arthropoda"
"220" "DendroDenovo_95_1601" "Eukaryota" "Chordata"
"221" "DendroDenovo_95_1608" "Eukaryota" "Arthropoda"
"222" "DendroDenovo_95_1620" "Eukaryota" "Arthropoda"
"223" "DendroDenovo_95_1629" "Eukaryota" "Arthropoda"
"224" "DendroDenovo_95_1654" "Eukaryota" "Arthropoda"
"225" "DendroDenovo_95_1655" "Eukaryota" "Arthropoda"
"226" "DendroDenovo_95_1674" "Eukaryota" "Arthropoda"
"227" "DendroDenovo_95_1679" "Eukaryota" "Arthropoda"
"228" "DendroDenovo_95_1685" "Eukaryota" "Arthropoda"
"229" "DendroDenovo_95_1686" "Eukaryota" "Arthropoda"
"230" "DendroDenovo_95_1695" "Eukaryota" "Arthropoda"
"231" "DendroDenovo_95_1709" "Eukaryota" "Arthropoda"
"232" "DendroDenovo_95_1713" "Eukaryota" "Streptophyta"
"233" "DendroDenovo_95_1727" "Eukaryota" "Streptophyta"
"234" "DendroDenovo_95_1730" "Eukaryota" "Arthropoda"
"235" "DendroDenovo_95_1743" "Eukaryota" "Arthropoda"
"236" "DendroDenovo_95_1748" "Eukaryota" "Arthropoda"
"237" "DendroDenovo_95_1749" "Eukaryota" "Arthropoda"
"238" "DendroDenovo_95_1753" "Eukaryota" "Arthropoda"
"239" "DendroDenovo_95_1754" "Eukaryota" "Arthropoda"
"240" "DendroDenovo_95_1763" "Eukaryota" "Arthropoda"
"241" "DendroDenovo_95_1780" "Eukaryota" "Arthropoda"
"242" "DendroDenovo_95_1781" "Eukaryota" "Arthropoda"
"243" "DendroDenovo_95_1796" "Eukaryota" "Arthropoda"
"244" "DendroDenovo_95_1798" "Eukaryota" "Arthropoda"
"245" "DendroDenovo_95_1813" "Eukaryota" "Arthropoda"
"246" "DendroDenovo_95_1822" "Eukaryota" "Arthropoda"
"247" "DendroDenovo_95_1829" "Eukaryota" "Arthropoda"
"248" "DendroDenovo_95_1846" "Eukaryota" "Arthropoda"
"249" "DendroDenovo_95_1850" "Eukaryota" "Arthropoda"
"250" "DendroDenovo_95_1851" "Eukaryota" "Arthropoda"
"251" "DendroDenovo_95_1862" "Eukaryota" "Arthropoda"
"252" "DendroDenovo_95_1869" "Eukaryota" "Arthropoda"
"253" "DendroDenovo_95_1876" "Eukaryota" "Arthropoda"
"254" "DendroDenovo_95_1917" "Eukaryota" "Arthropoda"
"255" "DendroDenovo_95_1927" "Eukaryota" "Arthropoda"
"256" "DendroDenovo_95_1932" "Eukaryota" "Arthropoda"
"257" "DendroDenovo_95_1940" "Eukaryota" "Arthropoda"
"258" "DendroDenovo_95_1950" "Eukaryota" "Chordata"
"259" "DendroDenovo_95_1951" "Eukaryota" "Arthropoda"
"260" "DendroDenovo_95_1953" "Eukaryota" "Arthropoda"
"261" "DendroDenovo_95_1966" "Eukaryota" "Arthropoda"
"262" "DendroDenovo_95_1971" "Eukaryota" "Arthropoda"
"263" "DendroDenovo_95_1977" "Eukaryota" "Arthropoda"
"264" "DendroDenovo_95_1982" "Eukaryota" "Arthropoda"
"265" "DendroDenovo_95_1984" "Eukaryota" "Chordata"
"266" "DendroDenovo_95_1985" "Bacteria" "Proteobacteria"
"267" "DendroDenovo_95_1991" "Eukaryota" "Arthropoda"
"268" "DendroDenovo_95_1996" "Eukaryota" "Arthropoda"
"269" "DendroDenovo_95_2007" "Eukaryota" "Arthropoda"
"270" "DendroDenovo_95_2013" "Eukaryota" "Arthropoda"
"271" "DendroDenovo_95_2016" "Eukaryota" "Arthropoda"
"272" "DendroDenovo_95_2027" "Eukaryota" "Arthropoda"
"273" "DendroDenovo_95_2054" "Eukaryota" "Arthropoda"
"274" "DendroDenovo_95_2057" "Eukaryota" "Arthropoda"
"275" "DendroDenovo_95_2064" "Eukaryota" "Arthropoda"
"276" "DendroDenovo_95_2072" "Eukaryota" "Arthropoda"
"277" "DendroDenovo_95_2075" "Eukaryota" "Arthropoda"
"278" "DendroDenovo_95_2076" "Eukaryota" "Arthropoda"
"279" "DendroDenovo_95_2085" "Eukaryota" "Arthropoda"
"280" "DendroDenovo_95_2090" "Eukaryota" "Arthropoda"
"281" "DendroDenovo_95_2097" "Eukaryota" "Arthropoda"
"282" "DendroDenovo_95_2100" "Eukaryota" "Arthropoda"
"283" "DendroDenovo_95_2102" "Eukaryota" "Arthropoda"
"284" "DendroDenovo_95_2108" "Eukaryota" "Mollusca"
"285" "DendroDenovo_95_2123" "Eukaryota" "Arthropoda"
"286" "DendroDenovo_95_2131" "Eukaryota" "Arthropoda"
"287" "DendroDenovo_95_2148" "Eukaryota" "Arthropoda"
"288" "DendroDenovo_95_2153" "Eukaryota" "Arthropoda"
"289" "DendroDenovo_95_2154" "Eukaryota" "Arthropoda"
"290" "DendroDenovo_95_2174" "Eukaryota" "Chordata"
"291" "DendroDenovo_95_2182" "Eukaryota" "Arthropoda"
"292" "DendroDenovo_95_2183" "Eukaryota" "Arthropoda"
"293" "DendroDenovo_95_2184" "Eukaryota" "Arthropoda"
"294" "DendroDenovo_95_2204" "Eukaryota" "Arthropoda"
"295" "DendroDenovo_95_2220" "Eukaryota" "Arthropoda"
"296" "DendroDenovo_95_2230" "Eukaryota" "Arthropoda"
"297" "DendroDenovo_95_2239" "Eukaryota" "Arthropoda"
"298" "DendroDenovo_95_2257" "Eukaryota" "Arthropoda"
"299" "DendroDenovo_95_2259" "Eukaryota" "Arthropoda"
"300" "DendroDenovo_95_2260" "Eukaryota" "Arthropoda"
"301" "DendroDenovo_95_2262" "Eukaryota" "Streptophyta"
"302" "DendroDenovo_95_2266" "Eukaryota" "Arthropoda"
"303" "DendroDenovo_95_2275" "Eukaryota" "Arthropoda"
"304" "DendroDenovo_95_2277" "Eukaryota" "Arthropoda"
"305" "DendroDenovo_95_2283" "Eukaryota" "Arthropoda"
"306" "DendroDenovo_95_2284" "Eukaryota" "Chordata"
"307" "DendroDenovo_95_2321" "Eukaryota" "Arthropoda"
"308" "DendroDenovo_95_2322" "Eukaryota" "Arthropoda"
"309" "DendroDenovo_95_2323" "Eukaryota" "Arthropoda"
"310" "DendroDenovo_95_2324" "Eukaryota" "Arthropoda"
"311" "DendroDenovo_95_2329" "Eukaryota" "Arthropoda"
"312" "DendroDenovo_95_2331" "Eukaryota" "Streptophyta"
"313" "DendroDenovo_95_2332" "Eukaryota" "Arthropoda"
"314" "DendroDenovo_95_2353" "Eukaryota" "Arthropoda"
"315" "DendroDenovo_95_2358" "Eukaryota" "Arthropoda"
"316" "DendroDenovo_95_2359" "Eukaryota" "Arthropoda"
"317" "DendroDenovo_95_2373" "Eukaryota" "Arthropoda"
"318" "DendroDenovo_95_2374" "Eukaryota" "Arthropoda"
"319" "DendroDenovo_95_2375" "Eukaryota" "Arthropoda"
"320" "DendroDenovo_95_2381" "Eukaryota" "Arthropoda"
"321" "DendroDenovo_95_2390" "Eukaryota" "Arthropoda"
"322" "DendroDenovo_95_2394" "Eukaryota" "Arthropoda"
"323" "DendroDenovo_95_2400" "Eukaryota" "Arthropoda"
"324" "DendroDenovo_95_2416" "Eukaryota" "Arthropoda"
"325" "DendroDenovo_95_2435" "Eukaryota" "Arthropoda"
"326" "DendroDenovo_95_2439" "Eukaryota" "Streptophyta"
"327" "DendroDenovo_95_2452" "Eukaryota" "Arthropoda"
"328" "DendroDenovo_95_2458" "Eukaryota" "Arthropoda"
"329" "DendroDenovo_95_2475" "Eukaryota" "Arthropoda"
"330" "DendroDenovo_95_2482" "Eukaryota" "Arthropoda"
"331" "DendroDenovo_95_2483" "Eukaryota" "Arthropoda"
"332" "DendroDenovo_95_2485" "Eukaryota" "Arthropoda"
"333" "DendroDenovo_95_2486" "Eukaryota" "Arthropoda"
"334" "DendroDenovo_95_2495" "Eukaryota" "Arthropoda"
"335" "DendroDenovo_95_2499" "Eukaryota" "Arthropoda"
"336" "DendroDenovo_95_2509" "Eukaryota" "Arthropoda"
"337" "DendroDenovo_95_2519" "Eukaryota" "Arthropoda"
"338" "DendroDenovo_95_2523" "Eukaryota" "Arthropoda"
"339" "DendroDenovo_95_2528" "Eukaryota" "Arthropoda"
"340" "DendroDenovo_95_2530" "Eukaryota" "Arthropoda"
"341" "DendroDenovo_95_2535" "Eukaryota" "Arthropoda"
"342" "DendroDenovo_95_2541" "Eukaryota" "Arthropoda"
"343" "DendroDenovo_95_2562" "Eukaryota" "Arthropoda"
"344" "DendroDenovo_95_2582" "Eukaryota" "Arthropoda"
"345" "DendroDenovo_95_2598" "Eukaryota" "Arthropoda"
"346" "DendroDenovo_95_2599" "Eukaryota" "Arthropoda"
"347" "DendroDenovo_95_2603" "Eukaryota" "Arthropoda"
"348" "DendroDenovo_95_2605" "Eukaryota" "Arthropoda"
"349" "DendroDenovo_95_2613" "Eukaryota" "Arthropoda"
"350" "DendroDenovo_95_2615" "Eukaryota" "Arthropoda"
"351" "DendroDenovo_95_2616" "Eukaryota" "Arthropoda"
"352" "DendroDenovo_95_2618" "Eukaryota" "Arthropoda"
"353" "DendroDenovo_95_2623" "Eukaryota" "Arthropoda"
"354" "DendroDenovo_95_2624" "Eukaryota" "Arthropoda"
"355" "DendroDenovo_95_2630" "Eukaryota" "Arthropoda"
"356" "DendroDenovo_95_2637" "Eukaryota" "Arthropoda"
"357" "DendroDenovo_95_2643" "Eukaryota" "Arthropoda"
"358" "DendroDenovo_95_2647" "Eukaryota" "Arthropoda"
"359" "DendroDenovo_95_2660" "Eukaryota" "Arthropoda"
"360" "DendroDenovo_95_2663" "Eukaryota" "Arthropoda"
"361" "DendroDenovo_95_2672" "Eukaryota" "Arthropoda"
"362" "DendroDenovo_95_2688" "Eukaryota" "Arthropoda"
"363" "DendroDenovo_95_2706" "Eukaryota" "Arthropoda"
"364" "DendroDenovo_95_2713" "Eukaryota" "Arthropoda"
"365" "DendroDenovo_95_2719" "Eukaryota" "Arthropoda"
"366" "DendroDenovo_95_2730" "Eukaryota" "Arthropoda"
"367" "DendroDenovo_95_2734" "Eukaryota" "Nematoda"
"368" "DendroDenovo_95_2749" "Eukaryota" "Arthropoda"
"369" "DendroDenovo_95_2759" "Eukaryota" "Arthropoda"
"370" "DendroDenovo_95_2764" "Eukaryota" "Arthropoda"
"371" "DendroDenovo_95_2768" "Eukaryota" "Arthropoda"
"372" "DendroDenovo_95_2771" "Eukaryota" "Chordata"
"373" "DendroDenovo_95_2782" "Eukaryota" "Arthropoda"
"374" "DendroDenovo_95_2789" "Eukaryota" "Arthropoda"
"375" "DendroDenovo_95_2794" "Eukaryota" "Arthropoda"
"376" "DendroDenovo_95_2797" "Eukaryota" "Chordata"
"377" "DendroDenovo_95_2801" "Eukaryota" "Arthropoda"
"378" "DendroDenovo_95_2802" "Eukaryota" "Arthropoda"
"379" "DendroDenovo_95_2807" "Eukaryota" "Arthropoda"
"380" "DendroDenovo_95_2811" "Eukaryota" "Arthropoda"
"381" "DendroDenovo_95_2830" "Eukaryota" "Arthropoda"
"382" "DendroDenovo_95_2854" "Eukaryota" "Arthropoda"
"383" "DendroDenovo_95_2857" "Eukaryota" "Arthropoda"
"384" "DendroDenovo_95_2865" "Eukaryota" "Arthropoda"
"385" "DendroDenovo_95_2868" "Eukaryota" "Arthropoda"
"386" "DendroDenovo_95_2875" "Eukaryota" "Arthropoda"
"387" "DendroDenovo_95_2877" "Eukaryota" "Arthropoda"
"388" "DendroDenovo_95_2878" "Eukaryota" "Arthropoda"
"389" "DendroDenovo_95_2882" "Eukaryota" "Arthropoda"
"390" "DendroDenovo_95_2885" "Eukaryota" "Arthropoda"
"391" "DendroDenovo_95_2886" "Eukaryota" "Arthropoda"
"392" "DendroDenovo_95_2895" "Eukaryota" "Arthropoda"
"393" "DendroDenovo_95_2904" "Eukaryota" "Arthropoda"
"394" "DendroDenovo_95_2915" "Eukaryota" "Arthropoda"
"395" "DendroDenovo_95_2917" "Eukaryota" "Arthropoda"
"396" "DendroDenovo_95_2930" "Eukaryota" "Arthropoda"
"397" "DendroDenovo_95_2945" "Eukaryota" "Arthropoda"
"398" "DendroDenovo_95_2950" "Eukaryota" "Arthropoda"
"399" "DendroDenovo_95_2957" "Eukaryota" "Arthropoda"
"400" "DendroDenovo_95_2963" "Eukaryota" "Arthropoda"
"401" "DendroDenovo_95_2964" "Eukaryota" "Arthropoda"
"402" "DendroDenovo_95_2971" "Eukaryota" "Arthropoda"
"403" "DendroDenovo_95_2972" "Eukaryota" "Arthropoda"
"404" "DendroDenovo_95_2973" "Eukaryota" "Arthropoda"
"405" "DendroDenovo_95_2976" "Eukaryota" "Arthropoda"
"406" "DendroDenovo_95_2980" "Eukaryota" "Arthropoda"
"407" "DendroDenovo_95_2982" "Eukaryota" "Arthropoda"
"408" "DendroDenovo_95_3000" "Eukaryota" "Arthropoda"
"409" "DendroDenovo_95_3002" "Eukaryota" "Arthropoda"
"410" "DendroDenovo_95_3011" "Eukaryota" "Chordata"
"411" "DendroDenovo_95_3026" "Eukaryota" "Arthropoda"
"412" "DendroDenovo_95_3043" "Eukaryota" "Arthropoda"
"413" "DendroDenovo_95_3044" "Eukaryota" "Arthropoda"
"414" "DendroDenovo_95_3067" "Eukaryota" "Arthropoda"
"415" "DendroDenovo_95_3070" "Eukaryota" "Streptophyta"
"416" "DendroDenovo_95_3071" "Eukaryota" "Arthropoda"
